"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"727","Alec Regula","CHI","D","23","2000-08-06","West Bloomfield","MI","USA","USA","76","208","2018","DET","3","5","67"
"335","Aleksander Barkov","FLA","C","28","1995-09-02","Tampere","","FIN","FIN","75","215","2013","FLA","1","2","2"
"651","Aleksi Heponiemi","FLA","C","25","1999-01-09","Tampere","","FIN","FIN","70","155","2017","FLA","2","9","40"
"608","Alex Barré-Boulet","T.B","C","26","1997-05-21","Montmagny","QC","CAN","CAN","70","180","-","-","-","-","-"
"177","Alex Belzile","MTL","R","32","1991-08-31","Rivière-du-Loup","QC","CAN","CAN","72","196","-","-","-","-","-"
"100","Alex Chiasson","DET","R","33","1990-10-01","Montreal","QC","CAN","CAN","76","208","2009","DAL","2","8","38"
"534","Alex DeBrincat","OTT","R","26","1997-12-18","Farmington Hills","MI","USA","USA","68","178","2016","CHI","2","9","39"
"233","Alex Galchenyuk","COL","C","30","1994-02-12","Milwaukee","WI","USA","USA","73","194","2012","MTL","1","3","3"
"13","Alex Goligoski","MIN","D","38","1985-07-30","Grand Rapids","MN","USA","USA","71","173","2004","PIT","2","31","61"
"667","Alex Iafallo","L.A","L","30","1993-12-21","Eden","NY","USA","USA","72","200","-","-","-","-","-"
"43","Alex Killorn","T.B","L","34","1989-09-14","Halifax","NS","CAN","CAN","73","194","2007","T.B","3","16","77"
"836","Alex Newhook","COL","C","23","2001-01-28","St. John's","NL","CAN","CAN","70","190","2019","COL","1","16","16"
"576","Alex Nylander","PIT","L","26","1998-03-02","Calgary","AB","CAN","CAN","73","192","2016","BUF","1","8","8"
"10","Alex Ovechkin","WSH","L","38","1985-09-17","Moscow","","RUS","RUS","75","238","2004","WSH","1","1","1"
"71","Alex Pietrangelo","VGK","D","34","1990-01-18","King City","ON","CAN","CAN","75","215","2008","STL","1","4","4"
"907","Alex Steeves","TOR","C","24","1999-12-10","Bedford","NH","USA","USA","72","196","-","-","-","-","-"
"378","Alex Tuch","BUF","R","27","1996-05-10","Syracuse","NY","USA","USA","76","219","2014","MIN","1","18","18"
"800","Alex Turcotte","L.A","C","23","2001-02-26","Elk Grove","IL","USA","USA","71","185","2019","L.A","1","5","5"
"816","Alex Vlasic","CHI","D","22","2001-06-05","Wilmette","IL","USA","USA","78","199","2019","CHI","2","12","43"
"346","Alex Wennberg","SEA","C","29","1994-09-22","Stockholm","","SWE","SWE","74","190","2013","CBJ","1","14","14"
"724","Alexander Alexeyev","WSH","D","24","1999-11-15","St. Petersburg","","RUS","RUS","76","213","2018","WSH","1","31","31"
"893","Alexander Barabanov","S.J","L","29","1994-06-17","St. Petersburg","","RUS","RUS","70","195","-","-","-","-","-"
"15","Alexander Edler","L.A","D","37","1986-04-21","Ostersund","","SWE","SWE","76","210","2004","VAN","3","26","91"
"878","Alexander Holtz","N.J","R","22","2002-01-23","Stockholm","","SWE","SWE","72","195","2020","N.J","1","7","7"
"283","Alexander Kerfoot","TOR","C","29","1994-08-11","Vancouver","BC","CAN","CAN","71","186","2012","N.J","5","29","150"
"767","Alexander Romanov","NYI","D","24","2000-01-06","Moscow","","RUS","RUS","73","215","2018","MTL","2","7","38"
"499","Alexandre Carrier","NSH","D","27","1996-10-08","Quebec City","QC","CAN","CAN","71","174","2015","NSH","4","24","115"
"690","Alexey Toropchenko","STL","R","24","1999-06-25","Moscow","","RUS","RUS","78","222","2017","STL","4","20","113"
"870","Alexis Lafrenière","NYR","L","22","2001-10-11","St-Eustache","QC","CAN","CAN","73","195","2020","NYR","1","1","1"
"840","Aliaksei Protas","WSH","C","23","2001-01-06","VITEBSK","","BLR","BLR","78","225","2019","WSH","3","29","91"
"413","Anders Bjork","BUF, CHI","L","27","1996-08-05","Mequon","WI","USA","USA","72","190","2014","BOS","5","26","146"
"130","Anders Lee","NYI","L","33","1990-07-03","Edina","MN","USA","USA","75","235","2009","NYI","6","1","152"
"316","Andre Burakovsky","SEA","L","29","1995-02-09","Klagenfurt","","AUT","SWE","75","209","2013","WSH","1","23","23"
"275","Andreas Athanasiou","CHI","C","29","1994-08-06","London","ON","CAN","CAN","74","190","2012","DET","4","19","110"
"389","Andreas Englund","CHI, COL","D","28","1996-01-21","Stockholm","","SWE","SWE","75","189","2014","OTT","2","10","40"
"294","Andreas Johnsson","N.J, S.J","L","29","1994-11-21","Gävle","","SWE","SWE","70","195","2013","TOR","7","21","202"
"947","Andrei Kuzmenko","VAN","L","28","1996-02-04","YAKUTSK","","RUS","RUS","71","194","-","-","-","-","-"
"726","Andrei Svechnikov","CAR","R","24","2000-03-26","Barnual","","RUS","RUS","74","195","2018","CAR","1","2","2"
"134","Andrew Agozzino","S.J","L","33","1991-01-03","Kleinburg","ON","CAN","CAN","70","187","-","-","-","-","-"
"22","Andrew Cogliano","COL","C","36","1987-06-14","Toronto","ON","CAN","CAN","70","179","2005","EDM","1","25","25"
"313","Andrew Copp","DET","C","29","1994-07-08","Ann Arbor","MI","USA","USA","73","199","2013","WPG","4","13","104"
"428","Andrew Mangiapane","CGY","L","27","1996-04-04","Toronto","ON","CAN","CAN","70","184","2015","CGY","6","15","166"
"552","Andrew Peeke","CBJ","D","26","1998-03-17","Parkland","FL","USA","USA","75","210","2016","CBJ","2","4","34"
"195","Andy Andreoff","NYI","C","32","1991-05-17","Pickering","ON","CAN","CAN","73","208","2011","L.A","3","19","80"
"470","Anthony Beauvillier","NYI, VAN","L","26","1997-06-08","Sorel-Tracy","QC","CAN","CAN","71","180","2015","NYI","1","28","28"
"489","Anthony Cirelli","T.B","C","26","1997-07-15","Etobicoke","ON","CAN","CAN","72","189","2015","T.B","3","11","72"
"308","Anthony Duclair","FLA","L","28","1995-08-26","Pointe-Claire","QC","CAN","CAN","71","197","2013","NYR","3","19","80"
"350","Anthony Mantha","WSH","R","29","1994-09-16","Longueuil","QC","CAN","CAN","77","234","2013","DET","1","20","20"
"442","Anthony Richard","MTL","C","27","1996-12-20","Trois-Rivieres","QC","CAN","CAN","71","183","2015","NSH","4","9","100"
"291","Anton Blidh","COL","L","29","1995-03-14","Molnlycke","","SWE","SWE","73","197","2013","BOS","6","29","180"
"946","Anton Levtchi","FLA","L","28","1995-11-28","Varkaus","","FIN","FIN","72","185","-","-","-","-","-"
"873","Anton Lundell","FLA","C","22","2001-10-03","Espoo","","FIN","FIN","73","185","2020","FLA","1","12","12"
"27","Anton Stralman","BOS","D","37","1986-08-01","Tibro","","SWE","SWE","71","193","2005","TOR","7","22","216"
"19","Anze Kopitar","L.A","C","36","1987-08-24","Jesenice","","SVN","SVN","75","225","2005","L.A","1","11","11"
"932","Arber Xhekaj","MTL","D","23","2001-01-30","Hamilton","ON","CAN","CAN","76","238","-","-","-","-","-"
"684","Arnaud Durandeau","NYI","L","25","1999-01-14","Montreal","QC","CAN","CAN","72","185","2017","NYI","6","10","165"
"895","Artem Zub","OTT","D","28","1995-10-03","Khabarovsk","","RUS","RUS","74","200","-","-","-","-","-"
"491","Artemi Panarin","NYR","L","32","1991-10-30","Korkino","","RUS","RUS","72","173","-","-","-","-","-"
"813","Arthur Kaliyev","L.A","R","22","2001-06-26","New York City","","USA","USA","74","210","2019","L.A","2","2","33"
"329","Artturi Lehkonen","COL","L","28","1995-07-04","Piikkio","","FIN","FIN","71","179","2013","MTL","2","25","55"
"488","Austin Czarnik","DET","C","31","1992-12-12","Detroit","MI","USA","USA","69","170","-","-","-","-","-"
"703","Austin Strand","ANA","D","27","1997-02-17","Calgary","AB","CAN","","75","215","-","-","-","-","-"
"466","Austin Wagner","CHI","L","26","1997-06-23","Calgary","AB","CAN","CAN","73","195","2015","L.A","4","8","99"
"155","Austin Watson","OTT","L","32","1992-01-13","Ann Arbor","MI","USA","USA","76","204","2010","NSH","1","18","18"
"522","Auston Matthews","TOR","C","26","1997-09-17","San Ramon","CA","USA","USA","75","208","2016","TOR","1","1","1"
"589","Axel Jonsson-Fjallby","WPG","L","26","1998-02-10","Stockholm","","SWE","SWE","73","189","2016","WSH","5","26","147"
"227","Barclay Goodrow","NYR","C","31","1993-02-26","Toronto","ON","CAN","CAN","74","204","-","-","-","-","-"
"737","Barrett Hayton","ARI","C","23","2000-06-09","Peterborough","ON","CAN","CAN","73","207","2018","ARI","1","5","5"
"546","Beck Malenstyn","WSH","L","26","1998-02-04","Delta","BC","CAN","CAN","75","200","2016","WSH","5","24","145"
"128","Ben Chiarot","DET","D","32","1991-05-09","Hamilton","ON","CAN","CAN","75","232","2009","ATL","4","29","120"
"314","Ben Harpur","NYR","D","29","1995-01-12","Hamilton","ON","CAN","CAN","78","231","2013","OTT","4","17","108"
"282","Ben Hutton","VGK","D","30","1993-04-20","Brockville","ON","CAN","CAN","75","201","2012","VAN","5","26","147"
"941","Ben Meyers","COL","C","25","1998-11-15","DELANO","MN","USA","USA","71","194","-","-","-","-","-"
"743","Benoit-Olivier Groulx","ANA","C","24","2000-02-06","Gatineau","QC","CAN","CAN","74","200","2018","ANA","2","23","54"
"898","Billy Sweezey","CBJ","D","28","1996-02-06","Hanson","MA","USA","USA","73","206","-","-","-","-","-"
"194","Blake Coleman","CGY","C","32","1991-11-28","Plano","TX","USA","USA","71","199","2011","N.J","3","14","75"
"791","Blake Lizotte","L.A","C","26","1997-12-13","Lindstrom","MN","USA","USA","69","170","-","-","-","-","-"
"12","Blake Wheeler","WPG","R","37","1986-08-31","Plymouth","MN","USA","USA","77","220","2004","PHX","1","5","5"
"342","Bo Horvat","NYI, VAN","C","28","1995-04-05","London","ON","CAN","CAN","72","215","2013","VAN","1","9","9"
"897","Bobby McMann","TOR","C","27","1996-06-15","Wainwright, AB","AB","CAN","CAN","74","208","-","-","-","-","-"
"423","Bokondji Imama","ARI","L","27","1996-08-03","Montreal","QC","CAN","CAN","73","221","2015","T.B","6","29","180"
"200","Boone Jenner","CBJ","C","30","1993-06-15","Dorchester","ON","CAN","CAN","74","203","2011","CBJ","2","7","37"
"560","Boris Katchouk","CHI","L","25","1998-06-18","Waterloo","ON","CAN","CAN","74","206","2016","T.B","2","14","44"
"797","Bowen Byram","COL","D","22","2001-06-13","Cranbrook","BC","CAN","CAN","73","190","2019","COL","1","4","4"
"228","Brad Hunt","COL","D","35","1988-08-24","Maple Ridge","BC","CAN","CAN","69","177","-","-","-","-","-"
"53","Brad Malone","EDM","C","34","1989-05-20","Miramichi","NB","CAN","CAN","74","217","2007","COL","4","14","105"
"29","Brad Marchand","BOS","L","35","1988-05-11","Halifax","NS","CAN","CAN","69","176","2006","BOS","3","8","71"
"857","Braden Schneider","NYR","D","22","2001-09-20","Prince Albert","SK","CAN","CAN","75","208","2020","NYR","1","19","19"
"239","Brady Skjei","CAR","D","30","1994-03-26","Lakeville","MN","USA","USA","75","210","2012","NYR","1","28","28"
"714","Brady Tkachuk","OTT","L","24","1999-09-16","Scottsdale","AZ","USA","USA","76","221","2018","OTT","1","4","4"
"457","Brandon Carlo","BOS","D","27","1996-11-26","Colorado Springs","CO","USA","USA","78","218","2015","BOS","2","7","37"
"584","Brandon Duhaime","MIN","R","26","1997-05-22","Coral Springs","FL","USA","USA","74","200","2016","MIN","4","15","106"
"590","Brandon Hagel","T.B","L","25","1998-08-27","Saskatoon","SK","CAN","CAN","74","179","2016","BUF","6","8","159"
"392","Brandon Montour","FLA","D","29","1994-04-11","Brantford","ON","CAN","CAN","72","194","2014","ANA","2","25","55"
"201","Brandon Saad","STL","L","31","1992-10-27","Pittsburgh","PA","USA","USA","73","215","2011","CHI","2","13","43"
"517","Brandon Tanev","SEA","L","32","1991-12-31","Toronto","ON","CAN","CAN","72","189","-","-","-","-","-"
"925","Brandt Clarke","L.A","D","21","2003-02-09","Nepean","ON","CAN","CAN","74","185","2021","L.A","1","8","8"
"114","Brayden McNabb","VGK","D","33","1991-01-21","Davidson","SK","CAN","CAN","76","215","2009","BUF","3","5","66"
"782","Brayden Pachal","VGK","D","24","1999-08-23","Estevan","SK","CAN","CAN","74","203","-","-","-","-","-"
"397","Brayden Point","T.B","C","28","1996-03-13","Calgary","AB","CAN","CAN","71","180","2014","T.B","3","19","79"
"106","Brayden Schenn","STL","C","32","1991-08-22","Saskatoon","SK","CAN","CAN","73","199","2009","L.A","1","5","5"
"172","Brendan Gallagher","MTL","R","31","1992-05-06","Edmonton","AB","CAN","CAN","69","186","2010","MTL","5","27","147"
"238","Brendan Gaunce","CBJ","C","30","1994-03-25","Sudbury","ON","CAN","CAN","75","219","2012","VAN","1","26","26"
"386","Brendan Lemieux","L.A, PHI","L","28","1996-03-15","Denver","CO","USA","USA","73","215","2014","BUF","2","1","31"
"54","Brendan Smith","N.J","D","35","1989-02-08","Mimico","ON","CAN","CAN","74","200","2007","DET","1","27","27"
"133","Brenden Dillon","WPG","D","33","1990-11-13","New Westminster","BC","CAN","CAN","76","224","-","-","-","-","-"
"5","Brent Burns","CAR","D","39","1985-03-09","Barrie","ON","CAN","CAN","77","230","2003","MIN","1","20","20"
"544","Brett Howden","VGK","C","26","1998-03-29","Calgary","AB","CAN","CAN","74","203","2016","T.B","1","27","27"
"276","Brett Kulak","EDM","D","30","1994-01-06","Edmonton","AB","CAN","CAN","73","197","2012","CGY","4","14","105"
"792","Brett Leason","ANA","R","24","1999-04-30","Calgary","AB","CAN","CAN","77","218","2019","WSH","2","25","56"
"333","Brett Pesce","CAR","D","29","1994-11-15","Tarrytown","NY","USA","USA","75","206","2013","CAR","3","5","66"
"202","Brett Ritchie","ARI, CGY","R","30","1993-07-01","Orangeville","ON","CAN","CAN","76","215","2011","DAL","2","14","44"
"505","Brett Seney","CHI","L","28","1996-02-28","London","ON","CAN","CAN","69","156","2015","N.J","6","6","157"
"119","Brian Dumoulin","PIT","D","32","1991-09-06","Biddeford","ME","USA","USA","76","207","2009","CAR","2","21","51"
"458","Brock Boeser","VAN","R","27","1997-02-25","Burnsville","MN","USA","USA","73","208","2015","VAN","1","23","23"
"876","Brock Faber","MIN","D","21","2002-08-22","Maple Grove","MN","USA","USA","73","200","2020","L.A","2","14","45"
"270","Brock McGinn","ANA, PIT","L","30","1994-02-02","Fergus","ON","CAN","CAN","72","187","2012","CAR","2","17","47"
"149","Brock Nelson","NYI","C","32","1991-10-15","Warroad","MN","USA","USA","76","210","2010","NYI","1","30","30"
"169","Bryan Rust","PIT","R","31","1992-05-11","Pontiac","MI","USA","USA","71","192","2010","PIT","3","20","80"
"288","Buddy Robinson","CHI","R","32","1991-09-30","Bellmawr","NJ","USA","USA","78","232","-","-","-","-","-"
"127","Byron Froese","VGK","C","33","1991-03-12","Winkler","MB","CAN","CAN","73","202","2009","CHI","4","28","119"
"35","Cal Clutterbuck","NYI","R","36","1987-11-18","Welland","ON","CAN","CAN","72","212","2006","MIN","3","9","72"
"621","Cal Foote","NSH, T.B","D","25","1998-12-13","Denver","CO","USA","USA","77","224","2017","T.B","1","14","14"
"622","Cale Fleury","SEA","D","25","1998-11-19","Carlyle","SK","CAN","CAN","73","204","2017","MTL","3","25","87"
"660","Cale Makar","COL","D","25","1998-10-30","Calgary","AB","CAN","CAN","71","187","2017","COL","1","4","4"
"464","Caleb Jones","CHI","D","26","1997-06-06","Arlington","TX","USA","USA","73","194","2015","EDM","4","26","117"
"751","Calen Addison","MIN","D","23","2000-04-11","Brandon","MB","CAN","CAN","71","173","2018","PIT","2","22","53"
"896","Callahan Burke","COL","C","27","1997-03-19","Boxborough","MA","USA","USA","70","183","-","-","-","-","-"
"139","Calle Jarnkrok","TOR","C","32","1991-09-25","Gävle","","SWE","SWE","72","192","2010","DET","2","21","51"
"670","Calle Rosen","STL","D","30","1994-02-02","Vaxjo","","SWE","SWE","73","188","-","-","-","-","-"
"109","Calvin de Haan","CAR","D","32","1991-05-09","Carp","ON","CAN","CAN","73","195","2009","NYI","1","12","12"
"153","Cam Fowler","ANA","D","32","1991-12-05","Windsor","ON","CAN","USA","74","215","2010","ANA","1","12","12"
"808","Cam York","PHI","D","23","2001-01-05","Anaheim","CA","USA","USA","71","175","2019","PHI","1","14","14"
"533","Carl Grundstrom","L.A","R","26","1997-12-01","Umea","","SWE","SWE","72","195","2016","TOR","2","27","57"
"692","Carson Meyer","CBJ","R","26","1997-08-18","Powell","OH","USA","USA","71","184","-","-","-","-","-"
"300","Carson Soucy","SEA","D","29","1994-07-27","Viking","AB","CAN","CAN","77","208","2013","MIN","5","16","137"
"309","Carter Verhaeghe","FLA","C","28","1995-08-14","Toronto","ON","CAN","CAN","74","180","2013","TOR","3","21","82"
"124","Casey Cizikas","NYI","C","33","1991-02-27","Toronto","ON","CAN","CAN","71","190","2009","NYI","4","1","92"
"597","Casey Fitzgerald","BUF, FLA","D","27","1997-02-25","North Reading","MA","USA","USA","71","188","2016","BUF","3","25","86"
"629","Casey Mittelstadt","BUF","C","25","1998-11-22","Edina","MN","USA","USA","73","195","2017","BUF","1","8","8"
"290","Chad Ruhwedel","PIT","D","33","1990-05-07","San Diego","CA","USA","USA","71","191","-","-","-","-","-"
"258","Chandler Stephenson","VGK","C","29","1994-04-22","Saskatoon","SK","CAN","CAN","72","209","2012","WSH","3","16","77"
"272","Charles Hudon","COL","L","29","1994-06-23","Alma","QC","CAN","CAN","70","190","2012","MTL","5","1","122"
"144","Charlie Coyle","BOS","C","32","1992-03-02","E. Weymouth","MA","USA","USA","75","223","2010","S.J","1","28","28"
"528","Charlie McAvoy","BOS","D","26","1997-12-21","Long Beach","NY","USA","USA","73","209","2016","BOS","1","14","14"
"113","Chris Kreider","NYR","L","32","1991-04-30","Boxford","MA","USA","USA","75","230","2009","NYR","1","19","19"
"137","Chris Tanev","CGY","D","34","1989-12-20","Toronto","ON","CAN","CAN","74","193","-","-","-","-","-"
"264","Chris Tierney","FLA, MTL","C","29","1994-07-01","Keswick","ON","CAN","CAN","73","191","2012","S.J","2","25","55"
"158","Chris Wagner","BOS","R","32","1991-05-27","Walpole","MA","USA","USA","72","192","2010","ANA","5","2","122"
"123","Chris Wideman","MTL","D","34","1990-01-07","St. Louis","MO","USA","USA","70","181","2009","OTT","4","9","100"
"394","Christian Dvorak","MTL","C","28","1996-02-02","Palos","IL","USA","USA","73","193","2014","ARI","2","28","58"
"452","Christian Fischer","ARI","R","26","1997-04-15","Chicago","IL","USA","USA","74","212","2015","ARI","2","2","32"
"498","Christian Wolanin","VAN","D","29","1995-03-17","Quebec City","QC","CAN","CAN","74","190","2015","OTT","4","16","107"
"410","CJ Suess","S.J","L","30","1994-03-17","St. Paul","MN","USA","USA","71","190","2014","WPG","5","9","129"
"37","Claude Giroux","OTT","R","36","1988-01-12","Hearst","ON","CAN","CAN","71","190","2006","PHI","1","22","22"
"537","Clayton Keller","ARI","R","25","1998-07-29","Chesterfield","MO","USA","USA","70","178","2016","ARI","1","7","7"
"246","Cody Ceci","EDM","D","30","1993-12-21","Ottawa","ON","CAN","CAN","74","210","2012","OTT","1","15","15"
"627","Cody Glass","NSH","C","24","1999-04-01","Winnipeg","MB","CAN","CAN","75","206","2017","VGK","1","6","6"
"430","Cole Bardreau","NYI","C","30","1993-07-22","Fairport","NY","USA","USA","72","186","-","-","-","-","-"
"804","Cole Caufield","MTL","R","23","2001-01-02","Mosinee","WI","USA","USA","67","174","2019","MTL","1","15","15"
"687","Cole Guttman","CHI","C","24","1999-04-06","Northridge","CA","USA","USA","69","167","2017","T.B","6","25","180"
"770","Cole Koepke","T.B","L","25","1998-05-17","Two Harbors","MN","USA","USA","73","196","2018","T.B","6","28","183"
"951","Cole McWard","VAN","D","22","2001-06-09","Fenton","MO","USA","USA","73","192","-","-","-","-","-"
"883","Cole Perfetti","WPG","C","22","2002-01-01","Whitby","ON","CAN","CAN","71","184","2020","WPG","1","10","10"
"921","Cole Sillinger","CBJ","C","20","2003-05-16","Columbus","OH","USA","USA","73","201","2021","CBJ","1","12","12"
"855","Cole Smith","NSH","L","28","1995-10-28","Brainerd","MN","USA","USA","75","195","-","-","-","-","-"
"179","Colin Blackwell","CHI","C","31","1993-03-28","Lawrence","MA","USA","USA","69","190","2011","S.J","7","13","193"
"225","Colin Miller","DAL","D","31","1992-10-29","Sault Ste. Marie","ON","CAN","CAN","73","200","2012","L.A","5","30","151"
"436","Colin White","FLA","C","27","1997-01-30","Boston","MA","USA","USA","73","194","2015","OTT","1","21","21"
"255","Colton Parayko","STL","D","30","1993-05-12","St. Albert","AB","CAN","CAN","78","228","2012","STL","3","25","86"
"267","Colton Sissons","NSH","C","30","1993-11-05","North Vancouver","BC","CAN","CAN","73","200","2012","NSH","2","20","50"
"496","Colton White","ANA","D","26","1997-05-03","London","ON","CAN","CAN","73","187","2015","N.J","4","6","97"
"281","Connor Brown","WSH","R","30","1994-01-14","Toronto","ON","CAN","CAN","72","181","2012","TOR","6","5","156"
"271","Connor Carrick","BOS","D","29","1994-04-13","Orland Park","IL","USA","USA","70","198","2012","WSH","5","16","137"
"299","Connor Clifton","BOS","D","28","1995-04-28","Long Branch","NJ","USA","USA","71","190","2013","PHX","5","12","133"
"762","Connor Dewar","MIN","C","24","1999-06-26","Gilbert Plains","MB","CAN","CAN","70","183","2018","MIN","3","30","92"
"856","Connor Mackey","ARI, CGY","D","27","1996-09-12","Tower Lakes","IL","USA","USA","74","197","-","-","-","-","-"
"438","Connor McDavid","EDM","C","27","1997-01-13","Richmond Hill","ON","CAN","CAN","73","193","2015","EDM","1","1","1"
"820","Connor McMichael","WSH","C","23","2001-01-15","Ajax","ON","CAN","CAN","72","180","2019","WSH","1","25","25"
"220","Connor Murphy","CHI","D","31","1993-03-26","Dublin","OH","USA","USA","76","212","2011","PHX","1","20","20"
"500","Conor Garland","VAN","R","28","1996-03-11","Scituate","MA","USA","USA","70","165","2015","ARI","5","2","123"
"356","Conor Sheary","WSH","L","31","1992-06-08","Winchester","MA","USA","USA","69","179","-","-","-","-","-"
"619","Conor Timmins","ARI, TOR","D","25","1998-09-18","St. Catharines","ON","CAN","CAN","74","202","2017","COL","2","1","32"
"6","Corey Perry","T.B","R","38","1985-05-16","Peterborough","ON","CAN","CAN","75","208","2003","ANA","1","28","28"
"789","Corey Schueneman","MTL","D","28","1995-09-02","Milford","MI","USA","USA","71","197","-","-","-","-","-"
"122","Craig Smith","BOS, WSH","C","34","1989-09-05","Madison","WI","USA","USA","72","204","2009","NSH","4","7","98"
"349","Curtis Lazar","N.J, VAN","C","29","1995-02-02","Salmon Arm","BC","CAN","CAN","72","203","2013","OTT","1","17","17"
"409","Dakota Joshua","VAN","C","27","1996-05-15","Dearborn","MI","USA","USA","75","206","2014","TOR","5","8","128"
"353","Dakota Mermis","MIN","D","30","1994-01-05","Alton","IL","USA","USA","72","195","-","-","-","-","-"
"763","Damien Giroux","MIN","C","24","2000-03-03","Sudbury","ON","CAN","CAN","70","179","2018","MIN","5","31","155"
"266","Damon Severson","N.J","D","29","1994-08-07","Melville","SK","CAN","CAN","74","205","2012","N.J","2","30","60"
"515","Dan Renouf","BOS","D","29","1994-06-01","Pickering","ON","CAN","CAN","73","198","-","-","-","-","-"
"472","Daniel Sprong","SEA","R","27","1997-03-17","Amsterdam","","NLD","NLD","72","202","2015","PIT","2","16","46"
"906","Daniil Miromanov","VGK","D","26","1997-07-11","Moscow","","RUS","RUS","76","200","-","-","-","-","-"
"868","Danil Gushchin","S.J","L","22","2002-02-06","Yekaterinburg","","RUS","RUS","68","165","2020","S.J","3","14","76"
"554","Dante Fabbro","NSH","D","25","1998-06-20","Coquitlam","BC","CAN","CAN","72","189","2016","NSH","1","17","17"
"405","Danton Heinen","PIT","L","28","1995-07-05","Langley","BC","CAN","CAN","73","188","2014","BOS","4","26","116"
"340","Darnell Nurse","EDM","D","29","1995-02-04","Hamilton","ON","CAN","CAN","76","221","2013","EDM","1","7","7"
"25","Darren Helm","COL","C","37","1987-01-21","St. Andrews","MB","CAN","CAN","72","192","2005","DET","5","7","132"
"425","Darren Raddysh","T.B","D","28","1996-02-28","Toronto","ON","CAN","CAN","73","200","-","-","-","-","-"
"694","David Gust","CHI","R","30","1994-02-21","Orland Park","IL","USA","USA","70","177","-","-","-","-","-"
"768","David Gustafsson","WPG","C","23","2000-04-11","Tingsryd","","SWE","SWE","74","212","2018","WPG","2","29","60"
"935","David Jiricek","CBJ","D","20","2003-11-28","Klatovy","","CZE","CZE","76","199","2022","CBJ","1","6","6"
"668","David Kampf","TOR","C","29","1995-01-12","Chomutov","","CZE","CZE","74","197","-","-","-","-","-"
"14","David Krejci","BOS","C","37","1986-04-28","Sternberk","","CZE","CZE","72","192","2004","BOS","2","33","63"
"384","David Pastrnak","BOS","R","27","1996-05-25","Havirov","","CZE","CZE","73","195","2014","BOS","1","25","25"
"55","David Perron","DET","L","35","1988-05-28","Sherbrooke","QC","CAN","CAN","73","196","2007","STL","1","26","26"
"125","David Savard","MTL","D","33","1990-10-22","St. Hyacinthe","QC","CAN","CAN","73","235","2009","CBJ","4","3","94"
"871","Dawson Mercer","N.J","C","22","2001-10-27","Carbonear","NL","CAN","CAN","72","180","2020","N.J","1","18","18"
"481","Denis Gurianov","DAL, MTL","R","26","1997-06-07","Togliatti","","RUS","RUS","75","205","2015","DAL","1","12","12"
"497","Denis Malgin","COL, TOR","C","27","1997-01-18","Olten","","CHE","CHE","69","182","2015","FLA","4","11","102"
"565","Dennis Cholowski","NYI","D","26","1998-02-15","Langley","BC","CAN","CAN","74","210","2016","DET","1","20","20"
